label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
MATH_OPERATOR,0.0,0.0,0.0,-0.05375927686691284,-0.0028339624404907227,-0.03222164301812569,-0.11387836933135986,-0.04170185327529907,-0.05055706738173882,-0.16242730617523193,-0.0671381950378418,-0.06764295487344185,-0.20348811149597168,-0.07629543542861938,-0.08415995328366677,-0.09989219903945923,-0.16675668954849243,-0.030039725589155353,-0.12081313133239746,-0.24294573068618774,-0.05624527274310509,-0.13332927227020264,-0.2906796336174011,-0.07119153230130593,-0.14411777257919312,-0.33593329787254333,-0.08197507797419945,-0.06335145235061646,-0.18180781602859497,-0.029711602019666827,-0.06680840253829956,-0.20513981580734253,-0.07262988923728386,-0.05335283279418945,-0.13175415992736816,-0.079535251247286,-0.04762423038482666,-0.09895092248916626,-0.0740604826682798,-0.02446645498275757,-0.18182188272476196,-0.03364024473965088,-0.0240594744682312,-0.19019949436187744,-0.0768232846134893,-0.018366992473602295,-0.12085592746734619,-0.06820791749894539,-0.019758105278015137,-0.09787118434906006,-0.051380445944666064,0.013674914836883545,-0.1740860939025879,-0.04004637687146584,0.013491272926330566,-0.19389796257019043,-0.06646449654042641,0.011955857276916504,-0.14011603593826294,-0.057373055952190555,0.007969021797180176,-0.11723673343658447,-0.04412528662621895
MATH_OPERATOR,0.0,0.0,0.0,-0.05185115337371826,-0.01614212989807129,-0.025134254823939273,-0.1038094162940979,-0.07266658544540405,-0.03916193788828082,-0.14408743381500244,-0.1101686954498291,-0.05335795750798411,-0.1802351474761963,-0.1263558268547058,-0.06759133806409068,-0.06519025564193726,-0.1851544976234436,-0.022632098402397105,-0.07115417718887329,-0.2644633650779724,-0.04592678194822497,-0.07379299402236938,-0.3127378821372986,-0.06038518493951983,-0.0753852128982544,-0.3586471378803253,-0.07127259543122477,-0.027801930904388428,-0.18603456020355225,-0.024912950228468844,-0.031113147735595703,-0.20658940076828003,-0.0642915131706161,-0.03046947717666626,-0.13379007577896118,-0.07076352706135935,-0.027412772178649902,-0.10089915990829468,-0.06615302583159632,0.009004950523376465,-0.17380642890930176,-0.030907467584626147,0.005545496940612793,-0.18639850616455078,-0.0689238967555923,-0.00044220685958862305,-0.11940330266952515,-0.05885255208195872,-0.00198972225189209,-0.0962909460067749,-0.04265471791805453,0.044638097286224365,-0.1554073691368103,-0.03912677114786334,0.044120609760284424,-0.18158680200576782,-0.06168246885718531,0.03211486339569092,-0.13193517923355103,-0.05109365528406329,0.026489317417144775,-0.10954427719116211,-0.03781089430631823
MATH_OPERATOR,0.0,0.0,0.0,-0.05602484941482544,-0.009303748607635498,-0.031569444289942794,-0.11375075578689575,-0.06118541955947876,-0.04901508679105859,-0.15752577781677246,-0.09927147626876831,-0.06523330574347597,-0.1954289674758911,-0.12079232931137085,-0.08051628684117418,-0.08067822456359863,-0.18654674291610718,-0.03172787716104608,-0.09538102149963379,-0.2690669894218445,-0.05869041820480447,-0.10367053747177124,-0.32008904218673706,-0.07244600420310121,-0.10990738868713379,-0.3682768940925598,-0.08194249933077913,-0.041284143924713135,-0.19416606426239014,-0.032021441212435775,-0.04316502809524536,-0.2106637954711914,-0.07477890764786821,-0.038949012756347656,-0.13144034147262573,-0.07870826934887987,-0.03553581237792969,-0.10027021169662476,-0.07106901769950014,-0.0011237263679504395,-0.1848401427268982,-0.03683042218401056,-0.0010028481483459473,-0.1871778964996338,-0.08046565269543748,-0.004455447196960449,-0.11377960443496704,-0.06952194934203249,-0.007082939147949219,-0.09664028882980347,-0.051136319241066985,0.038153886795043945,-0.16863268613815308,-0.044066969952126556,0.03824549913406372,-0.18563121557235718,-0.06930427317931276,0.028894543647766113,-0.13019710779190063,-0.05816263397647958,0.02288377285003662,-0.11189794540405273,-0.04374751885845285
MATH_OPERATOR,0.0,0.0,0.0,-0.06632477045059204,-0.01569277048110962,-0.037253123968952195,-0.13019883632659912,-0.08338969945907593,-0.0571600247920685,-0.18010574579238892,-0.13567054271697998,-0.07595632344495584,-0.2253217101097107,-0.160747230052948,-0.09410718947660257,-0.09141385555267334,-0.22405105829238892,-0.032381401658170716,-0.10233175754547119,-0.32739824056625366,-0.06364528208982279,-0.10709637403488159,-0.3919585943222046,-0.08145991086971094,-0.10994499921798706,-0.4502030313014984,-0.09396212667238046,-0.043176233768463135,-0.22685211896896362,-0.032452007085197465,-0.039416372776031494,-0.2615659236907959,-0.0866964173318081,-0.035395264625549316,-0.16969919204711914,-0.09571454793226053,-0.03528702259063721,-0.12506753206253052,-0.08827377229940225,0.003525078296661377,-0.2143939733505249,-0.03762864440690805,0.009148180484771729,-0.22967606782913208,-0.09128589302312662,0.0032076239585876465,-0.14621907472610474,-0.081025251448267,-0.005055248737335205,-0.11755770444869995,-0.05980058506142427,0.04698467254638672,-0.19429975748062134,-0.04550971210014154,0.053462088108062744,-0.22386127710342407,-0.07673060268174936,0.042624056339263916,-0.16316884756088257,-0.06478807449352075,0.03238159418106079,-0.13843727111816406,-0.047866967767589585
MATH_OPERATOR,0.0,0.0,0.0,-0.0693473219871521,-0.016809701919555664,-0.04299561422561737,-0.14215344190597534,-0.08874547481536865,-0.06781150888895127,-0.1991596817970276,-0.14530134201049805,-0.091335390920392,-0.24893689155578613,-0.17824268341064453,-0.11398381483053299,-0.10122722387313843,-0.24599826335906982,-0.041913715417138064,-0.11699360609054565,-0.36521556973457336,-0.0780817915151033,-0.12337630987167358,-0.43590402603149414,-0.09793319296335312,-0.12788021564483643,-0.500614732503891,-0.11172664653753372,-0.046778082847595215,-0.24879249930381775,-0.042268634999743426,-0.045619308948516846,-0.2933524549007416,-0.10589264076446625,-0.039808034896850586,-0.1892775297164917,-0.11678231995796295,-0.038063764572143555,-0.1332089900970459,-0.10872738551591965,0.005509912967681885,-0.23474127054214478,-0.04809628915285202,0.0076329708099365234,-0.25751835107803345,-0.11087041091417404,0.003561556339263916,-0.16084837913513184,-0.09874739986156555,-0.0024241209030151367,-0.12075483798980713,-0.0738669980714235,0.05528503656387329,-0.2127063274383545,-0.05685688298439118,0.058748066425323486,-0.2550163269042969,-0.09403519075607392,0.04797857999801636,-0.18569797277450562,-0.08049726974462601,0.03806865215301514,-0.15193623304367065,-0.061070428455821
MATH_OPERATOR,0.0,0.0,0.0,-0.0644262433052063,-0.016455888748168945,-0.038619793874389075,-0.12657302618026733,-0.08092182874679565,-0.06093936778343334,-0.17687493562698364,-0.13540053367614746,-0.08200739688909664,-0.22180593013763428,-0.1650991439819336,-0.10254536933935299,-0.08548426628112793,-0.2229222059249878,-0.03901243947184696,-0.09590649604797363,-0.3298256993293762,-0.07106929637230053,-0.09946072101593018,-0.39449042081832886,-0.08982658005989208,-0.10228163003921509,-0.4536125361919403,-0.10299700863397732,-0.03774470090866089,-0.22552978992462158,-0.03791087858117237,-0.02977830171585083,-0.2558594346046448,-0.09299787498748913,-0.027592003345489502,-0.1619892120361328,-0.10224625088012829,-0.030751943588256836,-0.11177927255630493,-0.09565628684795513,0.007986366748809814,-0.21170657873153687,-0.04144596673286571,0.01676046848297119,-0.2295902967453003,-0.09573945767915859,0.009113729000091553,-0.14258742332458496,-0.08491358525789394,-0.0012931227684020996,-0.1075432300567627,-0.06358801193273678,0.049659788608551025,-0.18980711698532104,-0.04762347779906406,0.06075465679168701,-0.22427940368652344,-0.07950984306371822,0.04749184846878052,-0.16064107418060303,-0.06732607997692241,0.03369021415710449,-0.13036835193634033,-0.05038093395269527
MATH_OPERATOR,0.0,0.0,0.0,-0.05653351545333862,-0.013056337833404541,-0.03810859774837638,-0.11168098449707031,-0.06234002113342285,-0.06028570910582687,-0.15512704849243164,-0.09663140773773193,-0.08029194852004196,-0.19417446851730347,-0.11872386932373047,-0.09931460698733474,-0.07466822862625122,-0.19025135040283203,-0.036289765738345636,-0.08487480878829956,-0.26666259765625,-0.0651469000209346,-0.09137612581253052,-0.31974077224731445,-0.08180409600625183,-0.09514665603637695,-0.3660908341407776,-0.09334408422598983,-0.03541970252990723,-0.20093530416488647,-0.03407807206401969,-0.03387606143951416,-0.2037143111228943,-0.07892747899184371,-0.031204283237457275,-0.12417781352996826,-0.08451516111979629,-0.028985261917114258,-0.08968216180801392,-0.07776123961100723,0.0035495758056640625,-0.19207781553268433,-0.037190086447097315,0.004673600196838379,-0.18375474214553833,-0.08276712080130721,-0.00015211105346679688,-0.11118495464324951,-0.07358408650050308,-0.004553020000457764,-0.09200781583786011,-0.056146755122043146,0.040624141693115234,-0.1750262975692749,-0.04346356471667434,0.04349035024642944,-0.1830490231513977,-0.07115316321740295,0.03279292583465576,-0.12735599279403687,-0.06208667089829589,0.024065911769866943,-0.1076359748840332,-0.048806942306853784
MATH_OPERATOR,0.0,0.0,0.0,-0.047236740589141846,-0.011974871158599854,-0.017990500092111006,-0.09471672773361206,-0.06016820669174194,-0.028431194260321035,-0.12954246997833252,-0.09404844045639038,-0.040035648628673925,-0.16090261936187744,-0.10575366020202637,-0.051969865694246664,-0.06713998317718506,-0.15160030126571655,-0.01816165110429324,-0.07758104801177979,-0.2256850004196167,-0.039669560625753775,-0.08389031887054443,-0.27066636085510254,-0.052568132415018454,-0.08839917182922363,-0.31171345710754395,-0.06181225775142707,-0.034256815910339355,-0.15488559007644653,-0.022108581274352446,-0.03709077835083008,-0.18532979488372803,-0.05976553855796851,-0.03246808052062988,-0.12336385250091553,-0.06660907937546767,-0.028227567672729492,-0.08685177564620972,-0.06198146043678321,-0.0017587542533874512,-0.14856213331222534,-0.028792418896756544,-0.00399327278137207,-0.16525065898895264,-0.06380912138482131,-0.00530165433883667,-0.10836195945739746,-0.055870080723963156,-0.005586206912994385,-0.08038413524627686,-0.040829273297987356,0.029523611068725586,-0.13611990213394165,-0.03693509323855437,0.02799808979034424,-0.1655539870262146,-0.056516377612553015,0.02122575044631958,-0.12713712453842163,-0.047663590296707525,0.018241941928863525,-0.10523867607116699,-0.03582833184262313
MATH_OPERATOR,0.0,0.0,0.0,-0.044120073318481445,-0.006676435470581055,-0.018909862762804153,-0.0883779525756836,-0.04531341791152954,-0.029105777418727996,-0.12022173404693604,-0.07540571689605713,-0.03975701195609105,-0.1493435502052307,-0.08560895919799805,-0.05042660099875462,-0.06840735673904419,-0.13558292388916016,-0.01571390455078614,-0.07998985052108765,-0.20029187202453613,-0.03349828211080563,-0.0857812762260437,-0.2401445508003235,-0.044434881335611465,-0.09013509750366211,-0.2764187455177307,-0.0524839335442735,-0.0383152961730957,-0.14183980226516724,-0.018170655271525504,-0.040552496910095215,-0.17012083530426025,-0.051403495049591186,-0.03243738412857056,-0.11538589000701904,-0.058310850089903,-0.026256203651428223,-0.07876467704772949,-0.05458303031932843,-0.008433341979980469,-0.13816231489181519,-0.023316408074016692,-0.009233593940734863,-0.15414178371429443,-0.05498316747557652,-0.0078391432762146,-0.1031079888343811,-0.0492507540942384,-0.007136404514312744,-0.07319468259811401,-0.03654379261147511,0.02043330669403076,-0.12815701961517334,-0.0299993721158458,0.0192221999168396,-0.1527308225631714,-0.04885293406855595,0.015121936798095703,-0.11749529838562012,-0.04237180811774266,0.013085901737213135,-0.09403061866760254,-0.032482622689123275
MATH_OPERATOR,0.0,0.0,0.0,-0.03909766674041748,-0.010965347290039062,-0.01695719204388979,-0.07839232683181763,-0.047870934009552,-0.02634037687920454,-0.10767322778701782,-0.07297778129577637,-0.036274155895341664,-0.13370448350906372,-0.08260661363601685,-0.04610291711532,-0.060998380184173584,-0.1279367208480835,-0.01370445481978777,-0.07058161497116089,-0.1869099736213684,-0.030661685685743123,-0.07543730735778809,-0.22207379341125488,-0.040981808970798284,-0.07892417907714844,-0.2548186779022217,-0.04832311562739733,-0.0337367057800293,-0.13305872678756714,-0.016088202889193326,-0.0333026647567749,-0.15967291593551636,-0.047063278327811986,-0.027798116207122803,-0.10999947786331177,-0.05376407347165468,-0.024685144424438477,-0.07934129238128662,-0.05055198661528948,-0.006952345371246338,-0.13019013404846191,-0.021013189400662213,-0.004453539848327637,-0.14482128620147705,-0.04999422125064257,-0.004920780658721924,-0.0981372594833374,-0.04469442583166483,-0.006696522235870361,-0.07303756475448608,-0.0330832920178068,0.0187646746635437,-0.12178856134414673,-0.027375355656374722,0.021444380283355713,-0.1441364288330078,-0.04388322151743296,0.017175137996673584,-0.1114397644996643,-0.03757706500135782,0.013609588146209717,-0.09142225980758667,-0.0284469130589855
MATH_OPERATOR,0.0,0.0,0.0,-0.03772318363189697,-0.007476210594177246,-0.013654887380283753,-0.07613974809646606,-0.04169952869415283,-0.020846977533977906,-0.10436224937438965,-0.06488895416259766,-0.02903771929649679,-0.1280229091644287,-0.0727919340133667,-0.03730841882733671,-0.062463462352752686,-0.11509615182876587,-0.01049326051233379,-0.0739980936050415,-0.17064887285232544,-0.02625764131752817,-0.07940834760665894,-0.2042904496192932,-0.0358949505558428,-0.08304423093795776,-0.2351939082145691,-0.04269927524237005,-0.037507474422454834,-0.12048566341400146,-0.013528946491163651,-0.040874481201171875,-0.14596432447433472,-0.04205435671119062,-0.03301429748535156,-0.09947389364242554,-0.04780030779747335,-0.027054250240325928,-0.07163900136947632,-0.04448138334063856,-0.012196362018585205,-0.11889493465423584,-0.018842797430437486,-0.014599204063415527,-0.13470548391342163,-0.045492613392156045,-0.012129724025726318,-0.09094011783599854,-0.039754846768659036,-0.01040029525756836,-0.06764388084411621,-0.028336474376004617,0.012687623500823975,-0.11219054460525513,-0.02533845760135023,0.009536802768707275,-0.1361374855041504,-0.040548423009198586,0.007015585899353027,-0.10599160194396973,-0.03408987976817457,0.006477832794189453,-0.08706563711166382,-0.025098420383613984
MATH_OPERATOR,0.0,0.0,0.0,-0.03760218620300293,-0.006729006767272949,-0.01565349351366052,-0.07749515771865845,-0.03976798057556152,-0.023360796903567405,-0.10642397403717041,-0.06250345706939697,-0.03151236351330766,-0.13028711080551147,-0.07180196046829224,-0.03937319170434961,-0.06529152393341064,-0.11414629220962524,-0.012652627823250384,-0.0779924988746643,-0.17190885543823242,-0.028847465922432036,-0.084347665309906,-0.20683759450912476,-0.03829511504371652,-0.08909279108047485,-0.23882126808166504,-0.04488499711950311,-0.03999274969100952,-0.12046921253204346,-0.014796719585852713,-0.040904998779296875,-0.14899438619613647,-0.044571338852243514,-0.031707704067230225,-0.10417407751083374,-0.05083031084139833,-0.026112079620361328,-0.0752941370010376,-0.047464641441898436,-0.014727652072906494,-0.119221031665802,-0.019307582338647933,-0.0135575532913208,-0.13678783178329468,-0.04722813766201028,-0.009795665740966797,-0.0944107174873352,-0.04229930665095338,-0.008720636367797852,-0.07047891616821289,-0.031044958790140242,0.009694814682006836,-0.1126280426979065,-0.025087962557869048,0.009114384651184082,-0.1362682580947876,-0.041585820426540465,0.008437156677246094,-0.10706198215484619,-0.03617248188455591,0.007895946502685547,-0.08825594186782837,-0.027639222030835242
